Country,Year,Indice de criminalité,Latitude,Longitude
Portugal,2014-01-01T00:00:00,20.590808271286143,39.6009946814,-8.56273056851
Portugal,2013-01-01T00:00:00,21.931349846324665,39.6009946814,-8.56273056851
Portugal,2012-01-01T00:00:00,24.001364784168935,39.6009946814,-8.56273056851
Portugal,2011-01-01T00:00:00,25.70169508083942,39.6009946814,-8.56273056851
Portugal,2010-01-01T00:00:00,25.06882561104351,39.6009946814,-8.56273056851
Portugal,2009-01-01T00:00:00,27.679980773593805,39.6009946814,-8.56273056851
Portugal,2008-01-01T00:00:00,29.5520036958763,39.6009946814,-8.56273056851
Roumanie,2022-01-01T00:00:00,8.0263128687268,45.8436147469,24.9692584847
Roumanie,2021-01-01T00:00:00,8.278861134590922,45.8436147469,24.9692584847
Roumanie,2020-01-01T00:00:00,7.971067122208139,45.8436147469,24.9692584847
Roumanie,2019-01-01T00:00:00,8.519256736487717,45.8436147469,24.9692584847
Roumanie,2018-01-01T00:00:00,9.949579990883537,45.8436147469,24.9692584847
Roumanie,2017-01-01T00:00:00,9.371884924686592,45.8436147469,24.9692584847
Roumanie,2016-01-01T00:00:00,8.470705439003448,45.8436147469,24.9692584847
Roumanie,2015-01-01T00:00:00,9.42606229085718,45.8436147469,24.9692584847
Roumanie,2014-01-01T00:00:00,14.792422693862042,45.8436147469,24.9692584847
Roumanie,2013-01-01T00:00:00,7.613780721496568,45.8436147469,24.9692584847
Roumanie,2012-01-01T00:00:00,7.437224708072787,45.8436147469,24.9692584847
Roumanie,2011-01-01T00:00:00,6.271963878146278,45.8436147469,24.9692584847
Roumanie,2010-01-01T00:00:00,6.121476776275457,45.8436147469,24.9692584847
Roumanie,2009-01-01T00:00:00,5.492521119522356,45.8436147469,24.9692584847
Roumanie,2008-01-01T00:00:00,4.9200592650544825,45.8436147469,24.9692584847
Serbie,2022-01-01T00:00:00,7.656895969112538,44.0320459143,20.8054576928
Serbie,2021-01-01T00:00:00,7.708269056549491,44.0320459143,20.8054576928
Serbie,2020-01-01T00:00:00,7.170008786990321,44.0320459143,20.8054576928
Serbie,2019-01-01T00:00:00,8.607484156681478,44.0320459143,20.8054576928
